Type,v,w
curve,5,0.9480000000000001
curve,5,0.9440000000000001
curve,5,1.0035
curve,5,1.0
exception,5,0.9694999999999999
exception,5,0.9674999999999999
exception,5,0.9754999999999999
exception,5,0.975
exception,5,0.9510000000000001
exception,5,0.9525
exception,5,0.8885
exception,5,0.8925
curve,5,0.7725000000000001
curve,5,0.78
curve,5,0.588
curve,5,0.6
curve,5,0.352
curve,5,0.3675
curve,5,0.0945
curve,5,0.112
curve,5,-0.18975000000000003
curve,5,-0.17200000000000001
curve,5,-0.52275
curve,5,-0.506
curve,5,-0.8521
curve,5,-0.835
curve,5,-0.9621999999999999
curve,5,-0.9521999999999999
straight,9,-0.5530499999999999
straight,9,-0.5488
straight,9,-0.5245
straight,9,-0.5267499999999999
straight,9,-0.48085
straight,9,-0.4851
curve,5,-0.843
curve,5,-0.84
curve,5,-0.84425
curve,5,-0.844
curve,5,-0.7845000000000001
curve,5,-0.788
curve,5,-0.601
curve,5,-0.612
curve,5,-0.612
curve,5,-0.46325000000000005
curve,5,-0.37
curve,5,-0.376
curve,5,-0.376
curve,5,-0.29525
curve,5,-0.3
curve,5,-0.232
curve,5,-0.23600000000000002
curve,5,-0.19685
curve,5,-0.2001
curve,5,-0.14489999999999997
curve,5,-0.14789999999999998
curve,5,-0.0973
curve,5,-0.10005
curve,5,-0.0573
curve,5,-0.0598
curve,5,-0.0173
curve,5,-0.02
curve,5,0.033
curve,5,0.03
curve,5,0.0618
curve,5,0.06
straight,13,0.05305000000000001
straight,13,0.051300000000000005
curve,5,0.13740000000000002
curve,5,0.135
curve,5,0.1721
curve,5,0.17
curve,5,0.20975
curve,5,0.207
curve,5,0.22155
curve,5,0.2208
curve,5,0.23535
curve,5,0.2346
curve,5,0.23945
curve,5,0.2392
curve,5,0.2489
curve,5,0.2484
curve,5,0.2395
curve,5,0.23925
curve,5,0.23465
curve,5,0.2349
curve,5,0.2349
curve,5,0.2349
curve,5,0.23029999999999998
curve,5,0.23054999999999998
curve,5,0.22135
curve,5,0.22185
curve,5,0.21264999999999998
curve,5,0.21314999999999998
curve,5,0.19935
curve,5,0.2001
curve,5,0.1863
curve,5,0.18705
curve,5,0.16865
curve,5,0.16965
curve,5,0.15514999999999998
curve,5,0.15639999999999998
curve,5,0.13215
curve,5,0.1334
curve,5,0.10915
curve,5,0.1104
curve,5,0.0813
curve,5,0.0828
curve,5,0.0529
curve,5,0.055
curve,5,0.023200000000000002
curve,5,0.025
curve,5,-0.0227
curve,5,-0.02
curve,5,-0.0624
curve,5,-0.06
straight,13,-0.06485
straight,13,-0.0621
straight,13,-0.1034
straight,13,-0.0999
curve,5,-0.28040000000000004
curve,5,-0.275
curve,5,-0.40485
curve,5,-0.39585
curve,5,-0.5
curve,5,-0.492
curve,5,-0.5387500000000001
curve,5,-0.536
curve,5,-0.5785
curve,5,-0.5760000000000001
curve,5,-0.6184999999999999
curve,5,-0.616
curve,5,-0.65
curve,5,-0.648
curve,5,-0.682
curve,5,-0.68
curve,5,-0.70975
curve,5,-0.708
curve,5,-0.68375
curve,5,-0.6825
curve,5,-0.6945
curve,5,-0.69375
curve,5,-0.7017499999999999
curve,5,-0.7012499999999999
curve,5,-0.69725
curve,5,-0.6975
curve,5,-0.6815
curve,5,-0.6825
curve,5,-0.6505
curve,5,-0.6525
curve,5,-0.6525
curve,5,-0.5885
curve,5,-0.5925
curve,5,-0.49649999999999994
curve,5,-0.5025
curve,5,-0.3665
curve,5,-0.375
curve,5,-0.375
curve,5,-0.213
curve,5,-0.224
curve,5,-0.02
curve,5,-0.032
curve,5,0.1768
curve,5,0.1653
curve,5,0.4126
curve,5,0.4
curve,5,0.4
curve,5,0.5802
curve,5,0.5700000000000001
curve,5,0.6310999999999999
curve,5,0.6255999999999999
curve,5,0.6191999999999999
curve,5,0.6176999999999999
curve,5,0.6085
curve,5,0.609
curve,5,0.5354
curve,5,0.5394
curve,5,0.4152
curve,5,0.42195
curve,5,0.27475
curve,5,0.28275
curve,5,0.16319999999999998
curve,5,0.1702
curve,5,0.0737
curve,5,0.08
curve,5,-0.0101
curve,5,-0.005
curve,5,-0.0845
curve,5,-0.08
curve,5,-0.14889999999999998
curve,5,-0.145
curve,5,-0.18675
curve,5,-0.184
curve,5,-0.23249999999999998
curve,5,-0.22999999999999998
curve,5,-0.25889999999999996
curve,5,-0.25665
curve,5,-0.29345
curve,5,-0.29145
curve,5,-0.32364999999999994
curve,5,-0.32189999999999996
curve,5,-0.32189999999999996
curve,5,-0.31725
curve,5,-0.316
curve,5,-0.333
curve,5,-0.332
curve,5,-0.332
curve,5,-0.332
curve,5,-0.32775000000000004
curve,5,-0.328
curve,5,-0.311
curve,5,-0.312
curve,5,-0.278
curve,5,-0.28
curve,5,-0.22475
curve,5,-0.228
curve,5,-0.15575
curve,5,-0.16
curve,5,-0.08199999999999999
curve,5,-0.087
curve,5,0.014199999999999999
curve,5,0.0087
curve,5,0.1062
curve,5,0.1012
curve,5,0.21070000000000003
curve,5,0.20500000000000002
curve,5,0.27390000000000003
curve,5,0.27
straight,13,0.16645000000000001
straight,13,0.1647
curve,5,0.305
curve,5,0.305
curve,5,0.305
curve,5,0.305
curve,5,0.3873
curve,5,0.3818
curve,5,0.30905
curve,5,0.31279999999999997
curve,5,0.22064999999999999
curve,5,0.2254
curve,5,0.12840000000000001
curve,5,0.135
curve,5,0.039599999999999996
curve,5,0.045
curve,5,-0.0398
curve,5,-0.035
curve,5,-0.10919999999999999
curve,5,-0.105
curve,5,-0.105
curve,5,-0.158
curve,5,-0.155
curve,5,-0.1911
curve,5,-0.1886
curve,5,-0.21514999999999998
curve,5,-0.21314999999999998
curve,5,-0.24534999999999998
curve,5,-0.24359999999999998
curve,5,-0.26659999999999995
curve,5,-0.26535
curve,5,-0.28375
curve,5,-0.28275
curve,5,-0.2685
curve,5,-0.268
curve,5,-0.26375000000000004
curve,5,-0.264
curve,5,-0.25125000000000003
curve,5,-0.252
curve,5,-0.218
curve,5,-0.22
curve,5,-0.17325
curve,5,-0.176
curve,5,-0.12239999999999998
curve,5,-0.12614999999999998
curve,5,-0.04335
curve,5,-0.04785
curve,5,0.05125
curve,5,0.046
curve,5,0.1613
curve,5,0.155
curve,5,0.261
curve,5,0.255
straight,13,0.19080000000000003
straight,13,0.18630000000000002
curve,5,0.40330000000000005
curve,5,0.4
curve,5,0.4265
curve,5,0.425
curve,5,0.4104
curve,5,0.4094
curve,5,0.5067499999999999
curve,5,0.50025
curve,5,0.41745
curve,5,0.42195
curve,5,0.31155
curve,5,0.31755
curve,5,0.21939999999999998
curve,5,0.2254
curve,5,0.1072
curve,5,0.115
curve,5,0.009000000000000001
curve,5,0.015
straight,13,-0.039099999999999996
straight,13,-0.0351
curve,5,-0.13920000000000002
curve,5,-0.135
curve,5,-0.2039
curve,5,-0.2
curve,5,-0.2844
curve,5,-0.2784
curve,5,-0.32439999999999997
curve,5,-0.32189999999999996
curve,5,-0.35869999999999996
curve,5,-0.35669999999999996
curve,5,-0.35774999999999996
curve,5,-0.356
curve,5,-0.373
curve,5,-0.372
curve,5,-0.389
curve,5,-0.388
curve,5,-0.388
curve,5,-0.388
curve,5,-0.3795
curve,5,-0.38
curve,5,-0.38
curve,5,-0.35875
curve,5,-0.3175
curve,5,-0.32
curve,5,-0.32
curve,5,-0.25625000000000003
curve,5,-0.26
curve,5,-0.17925
curve,5,-0.184
curve,5,-0.08969999999999999
curve,5,-0.0957
curve,5,0.023899999999999998
curve,5,0.0174
curve,5,0.1348
curve,5,0.1288
curve,5,0.25129999999999997
curve,5,0.245
straight,13,0.17950000000000002
straight,13,0.17550000000000002
curve,5,0.3674
curve,5,0.365
curve,5,0.4127
curve,5,0.41000000000000003
curve,5,0.5130999999999999
curve,5,0.5045999999999999
curve,5,0.4402
curve,5,0.4437
curve,5,0.34249999999999997
curve,5,0.348
curve,5,0.348
curve,5,0.2322
curve,5,0.1328
curve,5,0.14
curve,5,0.028700000000000003
curve,5,0.035
curve,5,0.035
straight,13,-0.03125
curve,5,-0.12419999999999999
curve,5,-0.12
curve,5,-0.18889999999999998
curve,5,-0.185
curve,5,-0.185
curve,5,-0.22355
curve,5,-0.2208
curve,5,-0.2502
curve,5,-0.28934999999999994
curve,5,-0.28709999999999997
curve,5,-0.28709999999999997
curve,5,-0.32389999999999997
curve,5,-0.32189999999999996
curve,5,-0.32575
curve,5,-0.324
curve,5,-0.341
curve,5,-0.357
curve,5,-0.356
curve,5,-0.356
curve,5,-0.356
curve,5,-0.34750000000000003
curve,5,-0.34800000000000003
curve,5,-0.34800000000000003
curve,5,-0.3225
curve,5,-0.324
curve,5,-0.28150000000000003
curve,5,-0.28400000000000003
curve,5,-0.22025
curve,5,-0.224
curve,5,-0.12625
curve,5,-0.132
curve,5,-0.02855
curve,5,-0.0348
curve,5,0.099
curve,5,0.092
curve,5,0.24839999999999998
curve,5,0.24
straight,13,0.2063
straight,13,0.1998
curve,5,0.4813
curve,5,0.47500000000000003
curve,5,0.5048999999999999
curve,5,0.5014
curve,5,0.5385499999999999
curve,5,0.5350499999999999
curve,5,0.66625
curve,5,0.656
curve,5,0.58375
curve,5,0.588
curve,5,0.486
curve,5,0.492
curve,5,0.356
curve,5,0.364
curve,5,0.25784999999999997
curve,5,0.26535
curve,5,0.15955
curve,5,0.1653
curve,5,0.0875
curve,5,0.092
curve,5,0.009899999999999999
curve,5,0.015
curve,5,-0.0592
curve,5,-0.055
curve,5,-0.1451
curve,5,-0.14
curve,5,-0.1824
curve,5,-0.18
curve,5,-0.1268
curve,5,-0.1288
curve,5,-0.0206
curve,5,-0.026099999999999998
curve,5,0.1487
curve,5,0.1392
curve,5,0.3897
curve,5,0.3772
curve,5,0.7439
curve,5,0.725
curve,5,1.0404499999999999
curve,5,1.0211999999999999
straight,11,0.83085
straight,11,0.8086
exception,5,1.6605
exception,5,1.6360000000000001
exception,5,1.82625
exception,5,1.7907499999999998
missing,-0.6,1
missing,-0.6,1
missing,-0.6,1
missing,-0.6,1
missing,-0.6,1
missing,-0.6,1
missing,-0.6,1
missing,-0.6,1
missing,-0.6,1
missing,-0.6,1
missing,-0.6,1
missing,-0.6,1
missing,-0.6,1
missing,-0.6,1
missing,-0.6,1
missing,-0.6,1
missing,-0.6,1
missing,-0.6,1
missing,-0.6,1
missing,-0.6,1
missing,-0.6,1
missing,-0.6,1
missing,-0.6,1
exception,5,2.0637499999999998
exception,5,2.04425
exception,5,1.97775
exception,5,1.9825
exception,5,1.9229999999999998
exception,5,1.92725
exception,5,1.85025
exception,5,1.85575
exception,5,1.68075
exception,5,1.69325
exception,5,1.45875
exception,5,1.4755
exception,5,1.4755
exception,5,1.3944999999999999
exception,5,1.4137499999999998
exception,5,1.03075
exception,5,1.05
exception,5,0.75
exception,5,0.77
curve,5,0.46499999999999997
curve,5,0.4875
curve,5,0.14175000000000001
curve,5,0.164
curve,5,-0.18969999999999998
curve,5,-0.1702
curve,5,-0.47574999999999995
curve,5,-0.45999999999999996
curve,5,-0.6328
curve,5,-0.62205
curve,5,-0.64
curve,5,-0.636
curve,5,-0.57225
curve,5,-0.5760000000000001
curve,5,-0.348
curve,5,-0.36
curve,5,-0.088
curve,5,-0.105
curve,5,0.228
curve,5,0.20800000000000002
curve,5,0.6787000000000001
curve,5,0.655
curve,5,0.9033
curve,5,0.8878
curve,5,1.0327499999999998
curve,5,1.0222499999999999
curve,5,0.98675
curve,5,0.984
curve,5,0.933
curve,5,0.936
curve,5,0.8085000000000001
curve,5,0.8160000000000001
curve,5,0.8160000000000001
curve,5,0.8160000000000001
curve,5,0.6375000000000001
curve,5,0.648
curve,5,0.648
curve,5,0.648
curve,5,0.45675000000000004
curve,5,0.468
curve,5,0.468
curve,5,0.468
curve,5,0.468
curve,5,0.2725
curve,5,0.28400000000000003
curve,5,0.28400000000000003
curve,5,0.28400000000000003
curve,5,0.28400000000000003
curve,5,0.09724999999999999
curve,5,0.10874999999999999
curve,5,0.10874999999999999
curve,5,0.10874999999999999
curve,5,0.10874999999999999
curve,5,-0.0923
curve,5,-0.08
curve,5,-0.08
curve,5,-0.08
curve,5,-0.08
straight,13,-0.14645000000000002
straight,13,-0.13770000000000002
straight,13,-0.13770000000000002
straight,13,-0.13770000000000002
straight,13,-0.13770000000000002
curve,5,-0.3898
curve,5,-0.3818
curve,5,-0.3818
curve,5,-0.3818
curve,5,-0.3818
curve,5,-0.5275
curve,5,-0.516
curve,5,-0.516
curve,5,-0.516
curve,5,-0.516
curve,5,-0.52875
curve,5,-0.528
curve,5,-0.528
curve,5,-0.528
curve,5,-0.48975
curve,5,-0.492
curve,5,-0.492
curve,5,-0.492
curve,5,-0.492
curve,5,-0.4155
curve,5,-0.42
curve,5,-0.42
curve,5,-0.3265
curve,5,-0.332
curve,5,-0.332
curve,5,-0.2215
curve,5,-0.228
curve,5,-0.228
curve,5,-0.1175
curve,5,-0.124
curve,5,0.00775
curve,5,-0.0
curve,5,0.14065
curve,5,0.1334
curve,5,0.2881
curve,5,0.28
curve,5,0.386
curve,5,0.38
curve,5,0.4436
curve,5,0.44
curve,5,0.40964999999999996
curve,5,0.4094
curve,5,0.4094
curve,5,0.3706
curve,5,0.3726
curve,5,0.2853
curve,5,0.2898
curve,5,0.19840000000000002
curve,5,0.20500000000000002
curve,5,0.20500000000000002
curve,5,0.07780000000000001
curve,5,0.085
curve,5,0.085
straight,13,-0.0131
straight,13,-0.0081
curve,5,-0.1157
curve,5,-0.11
curve,5,-0.21760000000000002
curve,5,-0.2116
curve,5,-0.4577
curve,5,-0.4437
curve,5,-0.5863
curve,5,-0.57855
curve,5,-0.65525
curve,5,-0.648
curve,5,-0.648
curve,5,-0.72025
curve,5,-0.716
curve,5,-0.7585
curve,5,-0.756
curve,5,-0.773
curve,5,-0.772
curve,5,-0.772
curve,5,-0.772
curve,5,-0.74225
curve,5,-0.744
curve,5,-0.68025
curve,5,-0.684
curve,5,-0.60325
curve,5,-0.608
curve,5,-0.4975
curve,5,-0.504
curve,5,-0.385
curve,5,-0.392
curve,5,-0.273
curve,5,-0.28
curve,5,-0.17569999999999997
curve,5,-0.18269999999999997
curve,5,-0.0865
curve,5,-0.092
curve,5,-0.031100000000000003
curve,5,-0.035
curve,5,-0.0191
curve,5,-0.02
straight,13,-0.022600000000000002
straight,13,-0.0216
straight,13,-0.05700000000000001
straight,13,-0.054000000000000006
curve,5,-0.24839999999999998
curve,5,-0.24
curve,5,-0.6182
curve,5,-0.59595
curve,5,-1.0325
curve,5,-1.004
straight,9,-0.7256499999999999
straight,9,-0.7153999999999999
exception,5,-1.1749999999999998
exception,5,-1.17
exception,5,-1.198
exception,5,-1.19625
exception,5,-1.36425
exception,5,-1.35375
exception,5,-1.25775
exception,5,-1.26375
exception,5,-1.1117499999999998
exception,5,-1.1212499999999999
exception,5,-0.90525
exception,5,-0.91875
curve,5,-0.66675
curve,5,-0.6825
curve,5,-0.4475
curve,5,-0.464
curve,5,-0.192
curve,5,-0.20800000000000002
curve,5,0.0324
curve,5,0.0184
straight,13,0.14650000000000002
straight,13,0.135
curve,5,0.3852
curve,5,0.3772
curve,5,0.396
curve,5,0.392
curve,5,0.3325
curve,5,0.336
curve,5,0.2085
curve,5,0.216
curve,5,0.029
curve,5,0.04
curve,5,-0.1911
curve,5,-0.17834999999999998
curve,5,-0.5018
curve,5,-0.485
curve,5,-0.7659
curve,5,-0.75
curve,5,-0.8640999999999999
curve,5,-0.8525999999999999
curve,5,-0.9905999999999999
curve,5,-0.9831
curve,5,-1.0475
curve,5,-1.044
curve,5,-0.9642499999999999
curve,5,-0.964
curve,5,-0.913
curve,5,-0.916
curve,5,-0.8267500000000001
curve,5,-0.8320000000000001
curve,5,-0.74275
curve,5,-0.748
curve,5,-0.72675
curve,5,-0.728
curve,5,-0.779
curve,5,-0.776
curve,5,-0.87375
curve,5,-0.868
curve,5,-0.99975
curve,5,-0.992
exception,5,-1.07
exception,5,-1.06125
exception,5,-1.21325
exception,5,-1.2037499999999999
exception,5,-1.36775
exception,5,-1.3575
exception,5,-1.3575
exception,5,-1.5134999999999998
exception,5,-1.50375
exception,5,-1.41875
exception,5,-1.4104999999999999
exception,5,-1.4875
exception,5,-1.482
exception,5,-1.503
exception,5,-1.5014999999999998
exception,5,-1.4595
exception,5,-1.4625
exception,5,-1.3399999999999999
exception,5,-1.34875
exception,5,-1.2425
exception,5,-1.2565
exception,5,-0.9940000000000001
exception,5,-1.0115
exception,5,-0.6965
exception,5,-0.7175
curve,5,-0.39675
curve,5,-0.42
curve,5,-0.015999999999999993
curve,5,-0.041249999999999995
curve,5,0.39375
curve,5,0.36974999999999997
curve,5,0.902
curve,5,0.875
curve,5,1.1016499999999998
curve,5,1.0831499999999998
curve,5,1.2
curve,5,1.188
exception,5,1.1617499999999998
exception,5,1.15875
exception,5,1.01475
exception,5,1.02375
exception,5,0.7717499999999999
exception,5,0.7875
curve,5,0.46749999999999997
curve,5,0.4875
curve,5,0.10750000000000001
curve,5,0.13125
curve,5,-0.32615
curve,5,-0.30015
curve,5,-0.8962
curve,5,-0.865
curve,5,-1.20335
curve,5,-1.17885
curve,5,-1.3900000000000001
curve,5,-1.372
exception,5,-1.4542499999999998
exception,5,-1.4437499999999999
exception,5,-1.49975
exception,5,-1.4962499999999999
exception,5,-1.46425
exception,5,-1.46625
exception,5,-1.35425
exception,5,-1.3612499999999998
exception,5,-1.19325
exception,5,-1.2037499999999999
exception,5,-0.9797499999999999
exception,5,-0.9937499999999999
exception,5,-0.73375
exception,5,-0.75
curve,5,-0.478
curve,5,-0.495
curve,5,-0.256
curve,5,-0.272
curve,5,-0.019799999999999998
curve,5,-0.0348
curve,5,0.22499999999999998
curve,5,0.21
curve,5,0.21
curve,5,0.4008
curve,5,0.39
curve,5,0.43129999999999996
curve,5,0.42629999999999996
curve,5,0.3835
curve,5,0.384
curve,5,0.299
curve,5,0.304
curve,5,0.1595
curve,5,0.168
curve,5,-0.0105
curve,5,-0.0
curve,5,-0.2425
curve,5,-0.22999999999999998
straight,13,-0.28545
straight,13,-0.2727
curve,5,-0.77
curve,5,-0.755
curve,5,-0.9420499999999999
curve,5,-0.92655
exception,5,-1.39075
exception,5,-1.35375
exception,5,-1.4457499999999999
exception,5,-1.44
exception,5,-1.448
exception,5,-1.4475
exception,5,-1.3315
exception,5,-1.3387499999999999
exception,5,-1.15475
exception,5,-1.16625
exception,5,-0.9302499999999999
exception,5,-0.945
curve,5,-0.6729999999999999
curve,5,-0.69
curve,5,-0.69
curve,5,-0.4555
curve,5,-0.47200000000000003
curve,5,-0.20425
curve,5,-0.22
curve,5,-0.005649999999999999
curve,5,-0.0184
curve,5,0.1867
curve,5,0.17500000000000002
curve,5,0.26285
curve,5,0.2576
curve,5,0.28959999999999997
curve,5,0.28709999999999997
curve,5,0.28709999999999997
curve,5,0.28709999999999997
curve,5,0.23
curve,5,0.232
curve,5,0.16825
curve,5,0.17200000000000001
curve,5,0.08124999999999999
curve,5,0.087
curve,5,-0.0418
curve,5,-0.0348
curve,5,-0.2114
curve,5,-0.2024
curve,5,-0.4426
curve,5,-0.43
curve,5,-0.7003
curve,5,-0.685
curve,5,-0.81675
curve,5,-0.80475
curve,5,-1.03935
curve,5,-1.0266
straight,9,-0.7293999999999999
straight,9,-0.7153999999999999
exception,5,-1.359
exception,5,-1.3425
exception,5,-1.5865
exception,5,-1.57125
exception,5,-1.6382499999999998
exception,5,-1.6184999999999998
exception,5,-1.93
exception,5,-1.9077499999999998
exception,5,-1.9637499999999999
exception,5,-1.9597499999999999
exception,5,-1.97725
exception,5,-1.976
exception,5,-1.9515
exception,5,-1.95325
exception,5,-1.88675
exception,5,-1.8915
exception,5,-1.6535
exception,5,-1.6704999999999999
exception,5,-1.2785
exception,5,-1.3065
exception,5,-0.8895000000000001
exception,5,-0.924
exception,5,-0.279
exception,5,-0.322
curve,5,0.403
curve,5,0.35625
curve,5,1.4264
curve,5,1.3754
straight,11,1.32175
straight,11,1.274
exception,5,2.0055
exception,5,1.976
missing,-0.6,1
missing,-0.6,1
missing,-0.6,1
missing,-0.6,1
missing,-0.6,1
missing,-0.6,1
missing,-0.6,1
missing,-0.6,1
missing,-0.6,1
missing,-0.6,1
missing,-0.6,1
missing,-0.6,1
missing,-0.6,1
missing,-0.6,1
missing,-0.6,1
exception,5,2.0425
exception,5,2.03775
exception,5,2.03775
exception,5,1.9922499999999999
exception,5,1.9954999999999998
exception,5,1.943
exception,5,1.94675
exception,5,1.69825
exception,5,1.716
exception,5,1.303
exception,5,1.3325
exception,5,0.9475
exception,5,0.98
exception,5,0.98
exception,5,0.5675
exception,5,0.595
curve,5,0.2855
curve,5,0.3075
curve,5,0.0034999999999999996
curve,5,0.0225
curve,5,-0.26925
curve,5,-0.252
curve,5,-0.252
curve,5,-0.6099
curve,5,-0.5934
curve,5,-0.8940999999999999
curve,5,-0.8785999999999999
curve,5,-1.10685
curve,5,-1.09185
curve,5,-1.09185
curve,5,-1.2335
curve,5,-1.22
exception,5,-1.32775
exception,5,-1.31625
exception,5,-1.4842499999999998
exception,5,-1.47375
exception,5,-1.39275
exception,5,-1.3844999999999998
exception,5,-1.3844999999999998
exception,5,-1.4615
exception,5,-1.456
exception,5,-1.4805
exception,5,-1.47875
exception,5,-1.44375
exception,5,-1.44625
exception,5,-1.44625
exception,5,-1.32725
exception,5,-1.33575
exception,5,-1.1985000000000001
exception,5,-1.2145000000000001
exception,5,-0.892
exception,5,-0.9135
exception,5,-0.9135
exception,5,-0.516
exception,5,-0.5425
curve,5,-0.12925
curve,5,-0.1575
curve,5,0.29850000000000004
curve,5,0.27
curve,5,0.8452999999999999
curve,5,0.8188
curve,5,1.2552999999999999
curve,5,1.2328
curve,5,1.2328
curve,5,1.451
curve,5,1.4355
exception,5,1.3135
exception,5,1.3087499999999999
exception,5,1.24875
exception,5,1.2525
exception,5,1.0845
exception,5,1.095
exception,5,1.095
exception,5,0.879
exception,5,0.8925
curve,5,0.6244999999999999
curve,5,0.64125
curve,5,0.35675
curve,5,0.376
curve,5,-0.0005000000000000004
curve,5,0.02175
curve,5,-0.3937
curve,5,-0.37
curve,5,-0.37
curve,5,-0.6702
curve,5,-0.6532
curve,5,-0.8523
curve,5,-0.8395499999999999
curve,5,-0.9377500000000001
curve,5,-0.928
straight,9,-0.6332
